genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Comedy,Tom Papa,Disney Trip,4suppnrQeMldJk2iu8UBCg,20,0.703,0.652,379562,0.575,0,F#,0.773,-14.18,Major,0.961,81.171,4/4,0.43
Hip-Hop,Justin Stone,HOMECOMING,22JbswoA1sTJdOU2yizOLN,55,0.0906,0.745,144033,0.456,0,C#,0.111,-6.726,Major,0.299,79.957,4/4,0.506
Children’s Music,Killswitch Engage,A Bid Farewell,0trCwMj9kgudGTqUVDbvbp,48,2.2e-05,0.26,237560,0.985,0.00993,D,0.07,-3.741,Minor,0.146,119.944,3/4,0.299
Movie,Debbie Davis,You Can't Say I Didn't Try,5WKPlQCluSm26rXML1INRA,1,0.836,0.662,173747,0.276,0.000222,D,0.0927,-10.744,Major,0.0314,132.345,4/4,0.61
Blues,The Who,Another Tricky Day,4OOl1HrB8mN89arE62V3sX,28,0.156,0.709,296867,0.82,0.000365,F,0.041,-8.243,Major,0.0361,113.429,4/4,0.763
Children’s Music,Thousand Foot Krutch,Courtesy Call,4iWYPj04kHXcZK0st5yzZf,68,0.00378,0.532,236907,0.633,0,B,0.0804,-5.106,Minor,0.0682,164.13,4/4,0.448
Jazz,João Gilberto,'S Wonderful,3lSpczrXGWy6Bzc28KGHhE,48,0.793,0.537,244227,0.377,0.903,F,0.0929,-14.825,Major,0.0286,127.911,4/4,0.359
Soundtrack,Ramin Djawadi,Cobalt Cowboy,1X3ys0187GYYQSEji8ZYJQ,27,0.264,0.598,133627,0.502,0.769,E,0.108,-16.809,Minor,0.0357,119.997,4/4,0.0378
Pop,Andy Williams,It's the Most Wonderful Time of the Year,5hslUAKq9I9CG2bAulFkHN,68,0.766,0.24,151933,0.598,0,G,0.117,-8.435,Major,0.037,202.082,3/4,0.776
Country,Sturgill Simpson,Turtles All the Way Down,4NE3oWyUQI2b2NjyMyC8Bi,55,0.306,0.553,188187,0.314,0.000578,E,0.104,-9.217,Major,0.0396,91.7,4/4,0.585
Blues,The Black Keys,Just Couldn't Tie Me Down,4qIv58ul4km5dfU3shT23V,37,0.512,0.521,177893,0.943,0.171,A,0.238,-3.101,Major,0.0385,115.716,4/4,0.831
Jazz,Lalo Rodriguez,Ven Devórame Otra Vez,2HbmLkHkkI15eES8kpWRuI,57,0.667,0.643,311400,0.602,8.62e-05,F,0.276,-9.28,Minor,0.0438,83.778,4/4,0.961
Opera,Jules Massenet,Cendrillon: Ah! Douce enfant,6i8bxVsBjRphYPs1qIThWj,10,0.964,0.223,278027,0.037,0.0277,B,0.166,-28.845,Major,0.0516,90.681,4/4,0.0373
Rock,Van Halen,Runnin' with the Devil - 2015 Remaster,3KhF2YiNpJvGpfiCW45R6D,69,0.148,0.472,214960,0.9,0.000297,G#,0.34,-6.406,Minor,0.0582,95.826,4/4,0.42
Indie,Andy Kong,Harbor in a Hurricane,3WGxb9zyBWmJIzvNEc9EQ0,49,0.754,0.543,234952,0.421,2.81e-06,D#,0.1,-8.573,Major,0.035,98.036,4/4,0.45
Electronic,Bonobo,Kota,5k5EhXBuSlFYWDGsnMNix9,29,0.222,0.745,324693,0.599,0.886,A#,0.379,-11.532,Minor,0.0384,112.012,4/4,0.349
Indie,The Honeysticks,Out Like a Light 2,59FzRP2lbWgT640cYwOD4Z,45,0.288,0.446,271283,0.394,0,B,0.37,-8.717,Major,0.0373,108.199,3/4,0.298
Blues,Otis Spann,Moon Blues,6u8cgMeqfeQS6FToCcxeZw,28,0.688,0.452,266253,0.334,0.0101,A,0.101,-11.177,Minor,0.041,175.983,3/4,0.598
Indie,Fiona Apple,Criminal,6PNvv1dmDbOWrAYwEcuKBX,62,0.0129,0.595,341533,0.804,1.97e-05,G,0.299,-7.911,Minor,0.0326,89.846,4/4,0.586
Pop,The Weeknd,Valerie,4fLnXd56RsWN4ZBtb9TegQ,62,0.346,0.641,286680,0.539,7.04e-06,F,0.0837,-6.351,Minor,0.0463,148.004,4/4,0.436
Rap,Drake,Summer Sixteen,17Q87zeXgsAi9iQQbMu9v0,61,0.00322,0.592,202451,0.455,3.72e-05,C#,0.154,-7.698,Major,0.393,146.316,4/4,0.0633
Soundtrack,Ramin Djawadi,No Pulse,0s0nnexmxfhVuV33RUh39Q,25,0.197,0.587,58347,0.636,0.639,G,0.0818,-10.849,Major,0.0334,144.126,4/4,0.657
Alternative,Beastie Boys,Sabotage,0Puj4YlTm6xNzDDADXHMI9,66,0.032,0.324,178440,0.938,0.0321,F#,0.0961,-7.332,Minor,0.102,168.131,4/4,0.543
Rock,Kelly Clarkson,Stronger (What Doesn't Kill You),6D60klaHqbCl9ySc8VcRss,67,0.046,0.562,221947,0.939,0,C,0.112,-4.282,Major,0.0475,116.044,4/4,0.684
Children's Music,Kimbo Children's Music,The Spider and the Fly,6HXyscp6w1myZK2KY6GDSF,0,0.933,0.787,290973,0.25,5.85e-06,D,0.0742,-13.272,Major,0.0493,124.802,4/4,0.733
Folk,Alexi Murdoch,Through The Dark,2Tax7fSPDly9OLIAZRd0Dp,50,0.958,0.566,330067,0.127,0.916,G,0.111,-18.624,Major,0.0439,123.211,4/4,0.189
Dance,Calvin Harris,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,81,0.199,0.63,222160,0.928,0.124,A,0.148,-2.787,Minor,0.0331,123.963,4/4,0.465
Jazz,The Rippingtons,Tourist In Paradise,7IXa9vNBLDwqXnZ6gG7h0r,36,0.124,0.605,341093,0.79,0.844,G,0.162,-6.666,Minor,0.0288,114.055,4/4,0.692
Reggaeton,Bryant Myers,Hasta Que Me Muera,7quuwATpqJ08SMd21aXLVM,46,0.518,0.752,179026,0.555,6.7e-06,F,0.177,-8.37,Minor,0.0485,90.018,4/4,0.454
Country,Brett Young,Back On The Wagon,0PrKDQjsr4imJ7sJTVMrXd,50,0.115,0.504,213813,0.7,0,F,0.136,-6.136,Major,0.0297,147.98,4/4,0.442
Alternative,Rage Against The Machine,Down On The Street,1VdPpC0YxGo5uvOhbsWA8Z,45,0.00241,0.557,218667,0.954,0.421,A,0.113,-3.159,Major,0.0781,131.634,4/4,0.531
Electronic,Portishead,Plastic,6K3gtAIEWNqYHfd4mSEKcT,32,0.783,0.358,207573,0.549,0.0286,D,0.0928,-8.012,Major,0.0766,148.118,4/4,0.0854
R&B,Mariah Carey,Don't Forget About Us,2hQU8LNZFUcXLUwqeABX3K,57,0.0422,0.7,233867,0.529,0,A#,0.101,-6.816,Minor,0.0395,143.555,4/4,0.386
Soul,Emily King,Blue Light,0C8pKlsunK0AqxiHBIc5NR,41,0.576,0.572,227160,0.393,0.016,C,0.109,-12.355,Major,0.0391,152.84,4/4,0.359
World,Beats Antique,Beauty Beats,0Jk5J9HrDmCEKV7xYmaB6m,47,0.0575,0.601,225000,0.755,0.887,G#,0.347,-5.528,Major,0.0405,180.02,4/4,0.508
Electronic,Seven Lions,Higher Love,4L5FRe68MeXk40tnlgFAH0,48,0.0727,0.508,173497,0.762,0,D,0.586,-4.959,Minor,0.0357,129.947,4/4,0.296
Dance,Tevin Campbell,Can We Talk,6a5jHgwqYMk9wlYJYfs3c9,65,0.0759,0.658,284587,0.711,1.77e-05,D,0.0446,-7.424,Minor,0.0425,172.365,4/4,0.614
Rap,Rae Sremmurd,Black Beatles,6fujklziTHa8uoM5OQSfIo,78,0.142,0.794,291893,0.632,0,C,0.128,-6.163,Major,0.0649,145.926,4/4,0.355
Comedy,Jeff Dunham,I Was Wrong,5C64l87PMqDGNCJGcV23UQ,16,0.708,0.534,130998,0.535,0,G#,0.422,-11.474,Major,0.492,96.979,3/4,0.882
Reggaeton,Zion,Habre La Puerta,3pvBJ1blQ2UZVXWsjZKHTV,30,0.419,0.767,228598,0.618,3.53e-06,C,0.269,-8.362,Minor,0.057,94.004,4/4,0.711
Ska,Big D and the Kids Table,You Lost You're Crazy,3tFFlIfDFX6TaBPvHvUsFa,20,0.154,0.614,128240,0.962,0,C,0.101,-1.904,Major,0.132,105.66,4/4,0.679
Opera,Gaetano Donizetti,Concerto for Violin and Cello in D Minor (recon. J. Wojciechowski): III. Rondo (Allegro moderato),0aFuViPq9SX4uf2MANEcWl,4,0.961,0.34,193467,0.0914,0.0632,D,0.303,-21.101,Minor,0.0409,98.675,4/4,0.33
Folk,Bright Eyes,At The Bottom Of Everything,6588w3GdDxmdtLMLuwf1tO,49,0.664,0.495,274000,0.46,0,C,0.325,-11.221,Major,0.0894,107.326,4/4,0.822
Soundtrack,Max Richter,if you came this way - Pt. 4,3iqaGPZqojXzM9ni0jd5wv,32,0.914,0.0639,138576,0.126,0.988,F,0.107,-21.779,Major,0.0381,52.318,4/4,0.0353
World,Yaima,Waking from Sleep,7jUagXEA9RRVwNld7hv3V0,29,0.877,0.712,280427,0.43,0.0515,B,0.112,-12.411,Minor,0.0328,132.042,4/4,0.499
Electronic,What So Not,Imperial Ft Astrix Little,5XrhUfiW8SNaoC314Vwcq0,29,0.0056,0.639,204258,0.82,0.676,G,0.103,-5.246,Major,0.0317,126.987,4/4,0.268
Reggae,Prince Far I,Message From The King - 2000 Digital Remaster,4GXsl6BhhesY0fMULm3VE7,29,0.259,0.708,212093,0.571,0,A#,0.25,-10.532,Major,0.214,133.064,4/4,0.322
Jazz,Paolo Fresu,Blues sur Seine,2mEsVtCXgm4NbnIiRC3sdK,41,0.988,0.336,293609,0.0275,0.648,A,0.194,-18.082,Minor,0.0422,76.567,3/4,0.266
Electronic,Moby,This Wild Darkness,5LwuYetop8ym6rbX86DGs3,27,0.804,0.527,249280,0.633,0.000274,G,0.103,-8.369,Major,0.0305,78,4/4,0.364
Folk,Ambrosia,Biggest Part of Me,6JHXiRD1QjMK1N6AQEnL04,64,0.238,0.498,324040,0.723,0,A#,0.353,-8.053,Major,0.05,153.227,4/4,0.882
Electronic,Massive Attack,Risingson (Otherside),2pxYW9ZLsf7NZt2UjpMUcJ,32,0.00105,0.576,329427,0.774,0.72,C#,0.101,-8.34,Minor,0.0476,164.147,4/4,0.306
Rap,Travis Scott,Impossible,0IabpxMpUV7waD7U4uDIMJ,64,0.398,0.507,242507,0.464,2.62e-05,D#,0.603,-8.531,Minor,0.171,147.984,4/4,0.277
Hip-Hop,YG,Why You Always Hatin?,39hnH8WdPmNT3Q3yzwC9Rg,65,0.0392,0.926,196600,0.336,0,C,0.138,-9.326,Minor,0.594,92.995,4/4,0.38
Children’s Music,Electric Guest,Waves,12GEv3kB19M52HvybQ6maU,46,0.0283,0.764,186107,0.837,6.36e-05,A#,0.0983,-4.702,Minor,0.0361,120.012,4/4,0.863
Hip-Hop,Kevin Gates,No Trust,6mtOCoQKOhZQMwAFfRdhWw,48,0.0238,0.779,149545,0.525,0,C,0.105,-7.522,Minor,0.0723,140.001,4/4,0.321
Movie,Voctave,Jingle Bells,6ucE4Yb5iqTt3Fk47TKn0P,20,0.881,0.534,160250,0.251,0,D#,0.257,-13.1,Major,0.0774,115.703,4/4,0.713
Hip-Hop,Daddy Yankee,La Despedida,6XE2V2icEranw5YpS4WMDD,69,0.0866,0.746,202827,0.993,0.0548,D,0.0689,-2.134,Minor,0.0499,122.046,4/4,0.972
Alternative,Black Veil Brides,Perfect Weapon,4wn0yAuwAiEtcFB9mSQmPV,47,0.000504,0.37,247640,0.992,0.000155,A,0.238,-4.457,Major,0.136,184.952,4/4,0.177
Blues,The Blues Brothers,Funky Nassau,3K126psmst6l5FjfovDNE6,36,0.1,0.743,253867,0.861,7.32e-06,A#,0.451,-4.866,Minor,0.0812,120.124,4/4,0.716
Ska,The Jam,The Bitterest Pill (I Ever Had To Swallow),4FNwrhEtMgsx9BwnLdBjBb,44,0.00876,0.487,213320,0.67,0,D,0.0915,-10.273,Major,0.03,112.227,4/4,0.851
Electronic,Pendulum,Hold Your Colour - Noisia Remix,7LUo3H3NYUjKhTRgYnd7fC,46,0.0485,0.264,322937,0.846,0.00115,C,0.147,-2.671,Major,0.19,173.248,4/4,0.0665
Soul,DROELOE,Just Now (2017),0PFuQEgEvZ9yM20LymJlqX,41,0.00871,0.756,132000,0.808,0.664,F#,0.667,-9.265,Major,0.044,119.971,4/4,0.055
Comedy,Kathleen Madigan,Bacon / Skin Cancer,7kSaBkSZWez69eftT3Eiki,26,0.761,0.471,205348,0.847,0,C#,0.871,-6.589,Minor,0.655,104.261,4/4,0.502
Reggaeton,Dragon & Caballero,No Lo Superé,1w2rGdR5AsRGAx2ABZDXLi,28,0.0756,0.723,215440,0.925,0,G,0.173,-4.276,Major,0.0474,96.013,4/4,0.81
Indie,Crush,none,0qVmnY53N0Qkb9YdOy4owI,57,0.902,0.551,219077,0.349,0,D#,0.0905,-10.762,Major,0.161,90.159,4/4,0.198
Pop,2Pac,All About U,7HFl64GKBtPTa5YoW7j4jL,67,0.065,0.859,276813,0.792,0,D,0.3,-4.007,Major,0.141,103.201,4/4,0.766
Opera,Gioachino Rossini,La Calunnia E' Un Venticello,2uQDOeeu7ecN7pGWb5TKBt,16,0.976,0.436,266293,0.193,0.00631,D,0.108,-16.947,Major,0.0561,128.159,3/4,0.236
Ska,The Mighty Mighty Bosstones,Break So Easily,6um0J5yCTQSfwzi4f7rDil,28,0.00617,0.458,164533,0.944,0.000305,A,0.101,-6.358,Major,0.0813,134.328,4/4,0.509
Opera,Gioachino Rossini,"Matilde di Shabran / Act 1: ""Questa è la Dea? Che aria!""",3KiFLATBqr7mY9WY4ccVmO,3,0.964,0.55,247093,0.198,4.65e-05,E,0.405,-17.303,Major,0.252,106.852,4/4,0.461
World,Jeremy Riddle,Holy Ground,7L73QNGkvyi7rX6zJ0fcwO,34,0.0826,0.159,333575,0.438,0,C,0.045,-8.349,Major,0.0296,67.246,4/4,0.155
Country,Ryan Adams,Fuck The Rain,7lIi6IWC8IQFdkGilk6nCi,59,0.0366,0.57,213947,0.437,0.0976,C,0.114,-10.121,Major,0.0329,75.167,4/4,0.259
Jazz,Morcheeba,It's Summertime - Lindstrom & Prins Thomas Radio Edit,16Ar9zmdVyiuGaRO0aGvK4,44,0.0102,0.71,238753,0.686,0.866,G,0.102,-6.418,Major,0.0289,117.994,4/4,0.702
Anime,The Winking Owl,Confession,4ESZ35tdq9XokXxl0RCZ4V,21,0.0623,0.396,221000,0.865,0,F#,0.0919,-2.49,Major,0.0699,184.874,4/4,0.399
R&B,Kelly Clarkson,Didn't I,7jhCqJlmx37u8o0xo2bjaj,50,0.00987,0.701,218760,0.679,0,C#,0.131,-6.652,Major,0.0401,134.88,4/4,0.536
Rock,Fugazi,Waiting Room,5FFowl1Ve4S5OehL6OywSg,61,0.00401,0.616,173267,0.727,0.86,C#,0.157,-8.176,Minor,0.0365,92.259,4/4,0.54
Children's Music,Kim Mitzo Thompson,While Shepherds Watched Their Flocks / While By My Sheep,0MrWzdbLeR1SjPg2UuCZnb,0,0.975,0.474,250125,0.104,0.644,G,0.107,-14.609,Minor,0.0591,178.976,4/4,0.238
Children’s Music,Turnover,Bonnie (Rhythm & Melody),0P6geynFZR3SzkrHSkTEzo,47,0.00675,0.614,307862,0.653,0.0108,A,0.108,-7.817,Major,0.0278,109.995,4/4,0.392
Hip-Hop,Meek Mill,We Ball (feat. Young Thug),4iDtAYDLJWM2TrTERKPvFq,53,0.141,0.624,227957,0.728,0,C,0.106,-6.39,Major,0.465,152.088,4/4,0.599
Opera,Gioachino Rossini,"Il barbiere di Siviglia / Act 2: No.19 Finaletto II: ""Di sì felice innesto""",2PH52lZtit7WYc7tGgRPgw,7,0.954,0.444,132267,0.365,0.00215,G,0.0858,-13.813,Major,0.0463,115.435,3/4,0.488
Ska,Masked Intruder,Stick 'Em Up,3ug7AfV5SUyqFHqEk3rtS3,41,0.00292,0.659,109587,0.933,0.000133,B,0.104,-5.329,Minor,0.0541,102.981,4/4,0.667
Comedy,Andy Woodhull,Nurses Aren't Hot,1CeyZxN1iHsLTUxsPPyjP2,11,0.786,0.627,183160,0.788,0,F,0.925,-7.456,Minor,0.912,90.31,3/4,0.577
Country,Olivia Lane,You Got Me,1NpSPbM86yviUBBfsYtvvy,54,0.383,0.519,200981,0.739,0,F#,0.189,-3.584,Major,0.0403,88.891,4/4,0.324
Movie,Dorothée,Sur le pont du Nord,2v8bRb9t7iQYwnUyyWHFhN,6,0.993,0.407,216607,0.0666,0.000504,D,0.106,-18.663,Major,0.0311,70.537,4/4,0.27
Alternative,Young the Giant,Amerika,6pqKbOiVd58jcnxqIB10Ra,55,0.0141,0.625,240240,0.781,1.17e-06,C,0.0662,-5.756,Major,0.0456,89.982,4/4,0.178
Country,Patsy Cline,Leavin' On Your Mind - Live,4iCUXUlxMfunDxj8U56Lfy,43,0.943,0.672,176133,0.23,0,G,0.452,-10.468,Major,0.0399,120.712,3/4,0.522
Rock,Gillian Welch,Look At Miss Ohio,5vPRCX0Bj8O374jTCAQRLS,55,0.726,0.7,256027,0.118,0.000497,C,0.109,-12.687,Major,0.0357,122.591,4/4,0.335
Movie,Liz Callaway,Nothing More to Say (Stars On My Shoulders),57qSo9xYmxWsuulmIgTOqR,5,0.903,0.279,284200,0.417,0.000963,C,0.104,-9.499,Major,0.0314,79.246,4/4,0.0775
Rap,Juice WRLD,I'm Still,19m3E0nMZobyA93AxMXC32,73,0.0811,0.631,192859,0.672,0,B,0.154,-4.583,Major,0.0347,119.948,4/4,0.282
Jazz,Chet Baker,I've Never Been In Love Before - Vocal Version,5Fpbw9DCdROeT1JtJWi7lR,49,0.922,0.425,269000,0.0199,0.00014,A#,0.102,-21.988,Major,0.0447,60.888,4/4,0.181
Opera,Richard Wagner,"Die Walküre / Erster Aufzug: ""Müd am Herd fand ich den Mann""",6UTLeHrXBZHvaDBfVWeLA5,5,0.963,0.361,306840,0.0314,8.38e-05,C,0.2,-27.598,Minor,0.0496,104.32,5/4,0.115
Ska,Reel Big Fish,S.R. - Live,4FjUPNbq39IqRFpUDCp0uG,25,0.548,0.525,565840,0.715,1.96e-06,B,0.497,-8.22,Major,0.417,135.187,4/4,0.576
Folk,Foxygen,No Destruction,2aYvXJhIBrxcEnk7uCJCjN,47,0.31,0.599,296573,0.676,0.0013,D,0.14,-8.213,Major,0.0261,112.977,4/4,0.895
Rap,Waka Flocka Flame,Flava,7ji40oy9LRWpZ41vnMOodo,52,0.0313,0.723,155586,0.837,0,C,0.265,-5.061,Major,0.118,145.062,4/4,0.66
World,Amanaska,Bombora - Sucré Salé Remix,3Uv6lMlggmrdNTkjH0biOf,23,0.151,0.638,352041,0.416,0.109,C,0.414,-9.186,Minor,0.0309,99.988,4/4,0.5
Reggaeton,Wisin & Yandel,Mírala Bien,04uA3BJ1Rj8DBKkpKCABJx,63,0.235,0.818,156560,0.86,0,C#,0.074,-4.348,Minor,0.152,95.997,4/4,0.687
Electronic,DAVI,Désolé,138sDJ68JsnMsf0rbwCCMj,36,0.000355,0.812,366228,0.738,0.789,D,0.0472,-8.221,Major,0.0464,122.001,4/4,0.36
Children’s Music,Cultura Profética,La complicidad,2jz6smAw1Pzy7Gs5AJACv3,65,0.134,0.659,363920,0.746,2.33e-05,A,0.171,-5.636,Major,0.0923,128.982,4/4,0.666
Soul,Luther Vandross,Anyone Who Had a Heart,45iQcSIJBgJkD2YI4XhXV2,40,0.679,0.404,346267,0.205,2.41e-05,C#,0.109,-15.242,Major,0.0381,112.905,3/4,0.207
Dance,Beyoncé,Pretty Hurts,7lUA4P03AhwAw40JHkdyGr,67,0.00308,0.512,257653,0.625,0.000164,B,0.346,-6.764,Major,0.0508,129.935,4/4,0.201
Reggaeton,Jayma & Dalex,Imagine,6WZLKoklywNCT4AoPu4kqx,18,0.172,0.714,198715,0.626,0,D,0.139,-7.087,Major,0.221,180.016,4/4,0.909
Country,Kellie Pickler,Best Days of Your Life,16jvUOIQ2P54P0bNN4rAdv,53,0.0235,0.649,226800,0.862,0,A,0.0737,-5.12,Major,0.0568,127.939,4/4,0.538
Folk,Novo Amor,Embody Me,1g0xyCMUBKUaMDCk00Hhmk,52,0.935,0.398,190293,0.263,0.00182,C,0.091,-12.036,Major,0.031,60.832,4/4,0.148
Rap,Lil Baby,Business Is Business (Lil Baby & Gunna),7roKDmJDOzkpfGpUQJ5EnL,68,0.287,0.823,162268,0.638,0,G,0.105,-6.131,Minor,0.0852,141.943,4/4,0.371
Reggaeton,Lasso,Ojalá,25wRs7FFIBjO7rqVBddO1b,32,0.146,0.391,210720,0.572,0.00549,D,0.288,-5.169,Major,0.0319,179.977,4/4,0.778
Soul,Louis Futon,The Beginning,7nW28PFlLLXv4Y5SrcfDjB,37,0.117,0.601,128000,0.693,0.455,D,0.322,-9.404,Major,0.0766,82.977,4/4,0.121
Soundtrack,Jóhann Jóhannsson,Convoy,2sRWX53pyWT4NHh8U8dAfV,32,0.711,0.507,177653,0.153,0.882,B,0.118,-24.823,Minor,0.0384,90.093,4/4,0.0348
Hip-Hop,Rich The Kid,Listen Up,0p2HZtrsoJKgIYVAx0XDA5,50,0.0014,0.749,176468,0.45,0,G,0.142,-6.819,Minor,0.0547,74.94,4/4,0.0535
R&B,Wet,Still Run (feat. Starchild & The New Romantic),6oQr3o6tXx7ESYG2sHpNMl,54,0.691,0.581,216693,0.455,3.38e-05,D,0.128,-6.778,Major,0.0348,113.761,4/4,0.207
Electronic,LCD Soundsystem,call the police - electric lady sessions,5DtrAUxbcYze4ga9GNFuJr,47,0.0728,0.315,400040,0.9,0.0679,D,0.0712,-6.159,Major,0.0568,155.682,4/4,0.226
Classical,Robert Schumann,Piano Sonata No. 4 in F Minor (Completed S. Mantas): III. Theme & Variations,5KHL0NB8Xv8LbCnIrCTHo5,32,0.993,0.382,207013,0.0442,0.888,F,0.133,-24.61,Minor,0.0593,176.1,3/4,0.0623
Indie,MARINA,Froot,6fk13PEdduHc2HG6JX6imT,55,0.263,0.614,331324,0.812,1.14e-05,G,0.102,-5.849,Minor,0.0416,120.019,4/4,0.726
Rock,Chon,Can't Wait,1uMrc6mtKxqd5wLVzasmYA,53,0.00567,0.592,188612,0.696,0.00332,G,0.0825,-6.617,Major,0.0264,132.002,4/4,0.263
Soul,Kai Straw,A Million Ways,6yC82RZYLuNBeTzXd8mRDE,35,0.23,0.824,165283,0.312,0.000172,A,0.0942,-12.2,Minor,0.082,106.004,4/4,0.39
Soul,Johnnie Taylor,Running Out Of Lies,1f80Lhv38g7ylh7LOToYwR,38,0.7,0.612,292000,0.462,2.01e-05,C#,0.643,-9.519,Minor,0.0436,79.607,3/4,0.695
World,Deya Dova,Grandmother Tree & The Feathered Serpent - Original Mix,0WbI9otuZFX5KKZHooARUf,36,0.886,0.491,420000,0.288,1.78e-06,C,0.11,-12.728,Major,0.0482,109.426,4/4,0.152
Hip-Hop,Meek Mill,Ima Boss - feat. Rick Ross,7sjwaBQ6M3aVigYfBjm1sL,65,0.0415,0.37,250240,0.87,0,F,0.604,-2.09,Major,0.271,79.092,4/4,0.331
Folk,Bon Iver,For Emma,0mP897I93DZwdgtjkSriwj,59,0.487,0.669,220720,0.613,0.18,E,0.132,-11.12,Minor,0.036,110.67,4/4,0.565
Movie,Jim Cummings,The Tummy Song,4nk0bMWjzMU0ds2VWxlmnK,35,0.886,0.57,67453,0.389,4.09e-06,C,0.147,-11.142,Major,0.346,146.52,4/4,0.951
Alternative,Tierra Whack,Dr. Seuss,0IShCbw4JJEpcmZiTwAena,48,0.649,0.792,60000,0.605,0,C#,0.0994,-9.781,Major,0.641,89.804,4/4,0.352
Hip-Hop,Kendrick Lamar,Big Shot (with Travis Scott),5cXg9IQS34FzLVdHhp7hu7,74,0.00759,0.855,221827,0.478,0,C#,0.101,-9.116,Major,0.193,130.018,4/4,0.284
Movie,Shannon Saunders,LO-FI,1WBZHs3DezDNaTgHyvcmD9,21,0.298,0.613,222730,0.515,1.49e-06,D,0.19,-8.269,Major,0.0707,109.972,4/4,0.109
Opera,Georges Bizet,Bizet: Carmen: Nous avons en tete une affaire! - Act Two,24t8kTMfdmwe9Qj2wqUulV,18,0.988,0.341,545053,0.265,0.165,C,0.22,-20.316,Major,0.328,84.636,4/4,0.227
Jazz,Frankie Ruiz,Hablame,1U6GDzxtJhaB9cErPSCtOa,39,0.321,0.6,265960,0.743,0,B,0.0609,-6.821,Minor,0.0343,98.736,4/4,0.738
Reggae,Slightly Stoopid,Open Road,3VrU7rzxxUZQtdKIIDKf5g,41,0.405,0.455,384280,0.413,0.00172,G,0.589,-6.915,Major,0.115,187.932,4/4,0.268
Opera,Adolphe Adam,Giselle / Act 1: No. 5a Pas de Deux: Girl’s Second Variation and Coda,1Xoe1xvG0Hs4UnbpRkTZG5,15,0.872,0.371,115146,0.0316,0.849,A,0.0751,-24.009,Major,0.036,97.575,3/4,0.382
Alternative,Myles Cameron,Picket Fences,2UBTZxSp7jJGGSZ5VxlZxk,42,0.713,0.442,192134,0.393,1.35e-05,D,0.0622,-10.48,Minor,0.198,160.422,4/4,0.261
Anime,GARNiDELiA,SPiCa (HPT ReACT),24wo7AvqpWlkyOjk0dazCF,24,0.163,0.513,284413,0.684,1.3e-05,A#,0.155,-3.866,Major,0.0314,146.031,4/4,0.253
Reggaeton,Gran Orquesta Internacional,Me Gusta Todo de Ti,66ozim7X0JYkFYcMvR3YcQ,18,0.163,0.754,264777,0.661,0,A,0.124,-5.736,Major,0.0355,105.983,4/4,0.542
Jazz,Pat Metheny Group,Slip Away,6K8EySFp9WNmqm1paTflzx,34,0.658,0.51,323840,0.744,0.326,G,0.356,-9.024,Minor,0.0284,118.314,4/4,0.631
Rap,Kodak Black,Identity Theft,48KTGG6wBPpleE5KsTuiwy,72,0.0416,0.938,127346,0.696,0,C#,0.126,-5.837,Major,0.384,97.988,4/4,0.756
Rap,A Boogie Wit da Hoodie,Uptown / Bustdown (feat. PnB Rock and Lil Durk),3mUk1wiSBpiuK4oSSyDmTQ,71,0.215,0.503,177763,0.751,0,F#,0.0551,-5.785,Minor,0.35,90.04,4/4,0.324
Movie,Rowan Atkinson,Road Safety,7rlUMKOQiNq3sSYcvTH0CN,16,0.752,0.561,207160,0.594,0,F,0.969,-18.155,Major,0.918,132.638,4/4,0.123
World,UPPERROOM,You Satisfy + One Thing Remains,7pRx2z268yKrwwmSTC4wNk,39,0.0777,0.297,1280358,0.813,4.49e-05,F,0.0871,-7.145,Major,0.0932,146.15,4/4,0.113
R&B,112,It's over Now,769geiA8btidGHda4BBDOJ,63,0.0106,0.66,264933,0.71,7.01e-06,C#,0.0736,-4.541,Major,0.0409,97.988,4/4,0.233
Dance,Tycho,Montana,1JR1tkmUrBb1xYA7PlnZLn,48,0.0384,0.541,326108,0.936,0.958,F#,0.217,-5.467,Minor,0.0435,134.983,4/4,0.518
Blues,Dr. John,Food for Thot,0pS0ArJxesOWbEbRBDKKBh,29,0.00683,0.79,296960,0.685,0.000502,C#,0.0359,-8.514,Major,0.0539,96.234,4/4,0.756
Folk,Matt Maltese,Studio 6,6hv7BNBgKYdBslWup3n13x,42,0.733,0.498,193707,0.208,0.011,F,0.0977,-12.607,Major,0.0343,119.742,3/4,0.125
Rap,Papa Roach,Elevate,1SNipdzMky2C2LwvoVRzsv,70,0.0226,0.666,191565,0.775,0,D,0.254,-5.458,Minor,0.0979,144.998,4/4,0.59
Jazz,Chris Standring,No Explanation (feat. Mica Paris),5bMaiCgXgbMAQqn251z4Fz,35,0.321,0.843,235990,0.482,0.000152,C,0.125,-9.423,Major,0.0542,108.007,4/4,0.859
Country,Jerrod Niemann,I Got This,5FyR0TL98UajTLRWwkKGBg,62,0.178,0.803,181507,0.701,0.000106,B,0.2,-7.45,Minor,0.0367,115.006,4/4,0.799
