genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Rock,Jake Bugg,Two Fingers,582EVyAFKmKPa1bVPSDurJ,61,0.00252,0.486,195987,0.677,0,F,0.102,-5.227,Major,0.0314,120.576,4/4,0.913
Folk,Kevin Garrett,Precious,7hPCQu4cfEX6L2JdqK3ebK,53,0.369,0.64,267973,0.477,0.000411,G#,0.111,-9.193,Major,0.0479,117.005,4/4,0.163
World,Philip Glass,Metamorphosis 2,7uTyDwZOpODAIIWpkyX678,38,0.981,0.254,429002,0.00822,0.933,A,0.0977,-29.216,Minor,0.0495,111.59,4/4,0.0363
Alternative,Young the Giant,Something To Believe In,6L3VWDPDTQkQFkqvmpAUMU,59,0.0245,0.623,228467,0.886,0,C#,0.247,-3.044,Major,0.0404,92.021,4/4,0.709
Rock,Red Hot Chili Peppers,Strip My Mind,0J3ytriezGZ3KCREfHKDOI,59,0.0265,0.387,259333,0.653,3.44e-05,C,0.111,-5.067,Major,0.0333,135.601,4/4,0.262
Hip-Hop,Young Money,Senile,1paIMWwjQxE1GX3hqQ8IUW,55,0.0204,0.816,198933,0.732,2.58e-05,D,0.172,-6.288,Major,0.0457,111.993,4/4,0.306
Anime,Hello Sleepwalkers,Worker Ant,36AUDgSVeUqhrHWQWnb73h,22,0.00272,0.579,255747,0.929,0.000773,B,0.336,-4.638,Minor,0.0508,144.028,4/4,0.58
Dance,Avicii,City Lights,35j3CjgBRoqLp8LsAKsQF4,54,0.00975,0.8,388947,0.821,0.0838,G,0.297,-5.962,Minor,0.224,128.013,4/4,0.417
Indie,Elephante,Catching On,70EI0sw5bwGnRyNnSTSbSU,62,0.23,0.626,227083,0.762,0,C,0.147,-3.627,Minor,0.0458,99.968,4/4,0.637
Movie,Claire Guyot,Un cri de femme,0kzmMGtPQiZdcY4tmTaJgk,0,0.11,0.569,181441,0.82,0.0006,G,0.0985,-4.924,Minor,0.0351,98,4/4,0.55
Indie,The Aces,Strong Enough,4TUUX0HBniLSo4U90DFees,45,0.243,0.632,227661,0.928,2.15e-05,G,0.158,-3.202,Minor,0.0715,103.03,4/4,0.677
Blues,Lynyrd Skynyrd,Railroad Song,5tTVQLUw5HJJHt58MifwQS,38,0.176,0.588,255267,0.791,0.111,G,0.113,-9.68,Major,0.0442,150.225,4/4,0.901
Pop,Chase Rice,Ride (feat. Macy Maloy),1CoOHJAHtKEDnUBrp3nKAB,65,0.0374,0.666,241240,0.694,0,A#,0.124,-7.184,Major,0.0333,115.07,4/4,0.354
Anime,Ayumi Hamasaki,Days,41tJM8Te1Klrc30OHRAdim,34,0.0271,0.52,300000,0.688,8.6e-06,C#,0.12,-4.587,Major,0.0277,151.925,4/4,0.481
Soundtrack,Alan Menken,The West Wing,55xReMpkJhGE24RYdgszxZ,37,0.764,0.162,178667,0.124,0.871,C#,0.264,-22.004,Major,0.0366,86.621,4/4,0.0368
Hip-Hop,Moneybagg Yo,No Cutt (feat. Lil Baby),2pQ4sMgskv2XeGCInss0qB,58,0.0233,0.8,174758,0.583,0,F,0.234,-6.564,Minor,0.277,148.746,4/4,0.811
Rap,Kendrick Lamar,These Walls,7uWVT3UkCAZyANvv0bdyQn,64,0.11,0.752,300973,0.489,3.57e-06,C#,0.202,-5.233,Major,0.137,108.005,4/4,0.373
Comedy,Tim Wilson,Acid Country,1BBgAIV24SIhewMgDHaiiy,12,0.591,0.701,165133,0.481,2.08e-06,F#,0.0985,-8.29,Major,0.0311,80.548,4/4,0.723
World,William Basinski,Mono No Aware 1.1,2Sd2YWMCCJUrYHRDlioiXO,37,0.84,0.159,339954,0.122,0.876,F,0.335,-30.145,Major,0.0457,133.917,4/4,0.0369
Soundtrack,Danny Elfman,Nothing Lasts Forever,7fD6jne5zveC9FHrhPGzmN,29,0.801,0.171,117733,0.0964,0.931,C,0.0985,-22.375,Minor,0.0354,85.896,3/4,0.0572
Soul,Kyle Dion,Hands to Yourself,2hUAWoDLDZLMx5SBbRFzDS,31,0.099,0.797,204508,0.578,3.56e-06,C#,0.0604,-5.963,Minor,0.0573,124.018,4/4,0.866
Folk,Rainbow Kitten Surprise,Holy War,1zkkvSLk5Nh4uoyKWwuie9,59,0.636,0.564,174387,0.294,0,G,0.0982,-8.885,Minor,0.0349,149.98,4/4,0.213
Children’s Music,Foreign Air,Free Animal,5l8oNQsDDPNFUIV5M4lzRJ,70,0.0856,0.579,180400,0.584,0,F,0.0958,-7.151,Minor,0.0438,80.001,4/4,0.393
Rock,Beck,Heart Is A Drum,573nT62vtbezncIwCfxIm7,51,0.213,0.62,271107,0.598,0.429,C,0.108,-10.396,Major,0.0304,122.964,4/4,0.343
Blues,Elmore James,The Sky Is Crying,1cRTAPP2FG9h2WiYMOIVIK,51,0.0226,0.294,166400,0.611,0.435,D,0.114,-6.268,Major,0.0348,178.191,3/4,0.567
Pop,Damien Rice,The Blower's Daughter,4B2lJinAkeNLSJjcq3dg8Q,59,0.134,0.342,286653,0.2,0.000153,E,0.341,-13.569,Major,0.0324,133.113,4/4,0.0743
Country,Brad Paisley,High Life,3ZifXUzaVPcffT9uIcjHEh,39,0.192,0.536,224493,0.818,0,C,0.239,-5.002,Major,0.0467,86.959,4/4,0.742
Anime,SawanoHiroyuki[nZk],A/Z (feat. mizuki),3Ocobz1vRDS8TKljE0tc2U,31,0.0729,0.68,317947,0.848,3.97e-06,C,0.0937,-5.352,Major,0.0343,110.023,4/4,0.303
Soul,Broods,Too Proud,4AhMh0i9mBTXpfg35u1YQQ,57,0.0763,0.651,189726,0.553,1.95e-06,C,0.131,-7.295,Major,0.0494,91.99,4/4,0.284
Rock,Harry Nilsson,"Everybody's Talkin' - From ""Midnight Cowboy""",1jcPcDu2YawPfLhwjYnqK2,59,0.338,0.438,163587,0.349,5.7e-05,E,0.417,-15.569,Major,0.038,124.984,4/4,0.683
Anime,Vickeblanka,さよならに来ました,57XczvdHFvabNUB0idkN1z,29,0.00297,0.662,324800,0.615,0,G#,0.141,-7.589,Major,0.0296,117.976,4/4,0.697
Blues,Little Feat,Down the Road,0gY7tuaWeEpoKlRABndm7D,26,0.467,0.501,225893,0.482,0.00166,C,0.128,-12.774,Major,0.0496,171.808,4/4,0.727
Soul,Avant,80 In A 30,1DNGsVgzymmZVaN5pyGoeH,54,0.282,0.667,224440,0.513,0,C#,0.297,-6.409,Minor,0.0632,74.803,4/4,0.441
Rock,Meredith Andrews,Open Over Us (Live),7v4qvJHhz314Fcq0sLmyvR,54,0.112,0.225,452389,0.501,0,D#,0.0685,-8.296,Major,0.0341,143.912,4/4,0.111
Electronic,Chris Lake,Piano Hand,2kv5Z38j5V5p3sAiU6iI3h,36,0.00954,0.703,266667,0.858,0.893,C#,0.0885,-4.623,Major,0.0451,126.014,4/4,0.512
Blues,Gary Clark Jr.,Wings,0ec1wfr02U1XhVorFOYsbP,32,0.0118,0.643,252320,0.702,0.00382,C#,0.301,-7.794,Major,0.0433,85.957,4/4,0.483
Hip-Hop,EPMD,You Gots To Chill,0f1yzIIGD8k32DNVeEn6jb,50,0.089,0.882,261840,0.814,0,G#,0.16,-5.214,Minor,0.424,99.689,4/4,0.854
Comedy,"""Weird Al"" Yankovic",Pancreas,1laOHvnWEgzbS1TTKxvr3D,31,0.587,0.508,228320,0.284,0,F,0.144,-13.53,Major,0.0439,116.871,4/4,0.622
World,Prem Joshua,Mangalam (Sean Dinsmore's Chillums at Dawn Remix),6EiNPCNOmYBLJFy5kf68Va,42,0.103,0.77,357720,0.419,0.649,B,0.622,-8.866,Major,0.101,80.99,4/4,0.604
Dance,Dimitri Vegas & Like Mike,Selfish,6xUy203RnyyOfbqf96Nven,72,0.17,0.407,167857,0.789,0,G,0.126,-4.229,Minor,0.282,92.933,4/4,0.687
Indie,Wild Nothing,Through Windows,3x8Ra8xCOkKJx71yoQeMyR,52,0.000354,0.477,199187,0.777,0.0273,D,0.204,-5.382,Minor,0.0294,148.986,4/4,0.931
Hip-Hop,HoodRich Pablo Juan,Faygo Creame (feat. Lil Duke),71O6lid2EMRo8GPx8Hkot6,47,0.2,0.839,242184,0.685,0,B,0.059,-8.051,Major,0.344,140.075,4/4,0.86
Children’s Music,OK Go,Get Over It,0SLOiJClXkAZluClYpke95,61,0.00127,0.389,196760,0.767,0,D,0.435,-4.314,Major,0.149,184.926,4/4,0.544
Anime,Naoyuki Onda,Distant Vista,2RZrYLIMIuLPFAvNzOtPjv,7,0.515,0.399,402147,0.529,0.00163,C,0.119,-9.039,Minor,0.0357,175.881,4/4,0.336
Dance,Franc Moody,Dance Moves,1DriOnyA5tFc2bUdM6nglI,64,0.177,0.824,201376,0.75,0.0356,A#,0.0705,-7.646,Minor,0.0477,116.005,4/4,0.705
Alternative,Earl Sweatshirt,Mantra,7kF3pqmT3wAYq8m8HsGoOB,47,0.303,0.502,228867,0.801,7.27e-06,C#,0.199,-9.49,Major,0.409,98.247,4/4,0.334
Dance,Miguel,Sure Thing,0JXXNGljqupsJaZsgSbMZV,74,0.0275,0.684,195373,0.603,0.000311,B,0.191,-8.127,Minor,0.0989,81,4/4,0.504
Children’s Music,Kari Jobe,I Am Not Alone - Live,48LRu8wJeDbUaAlZMg7fBF,60,0.877,0.451,333053,0.319,5.53e-05,E,0.274,-7.119,Major,0.0309,135.485,4/4,0.197
Children’s Music,The Seige,Animal,3C0aAffNHdoN68Of2Vwpkq,49,0.227,0.652,134440,0.789,0,B,0.18,-4.855,Minor,0.369,67.033,4/4,0.601
Dance,Beyoncé,"Listen (From the Motion Picture ""Dreamgirls"")",4z7Ja0RNran3XpIvc1PIQz,60,0.416,0.432,219547,0.637,0,B,0.113,-3.905,Major,0.0475,122.394,4/4,0.187
Blues,The Cold Stares,Head Bent,2bc22Mtzo62VAeFKA96KKD,35,0.000633,0.563,154507,0.939,0.00673,C#,0.287,-7.322,Major,0.061,112.48,1/4,0.587
Pop,Waka Flocka Flame,Hard In Da Paint,3XQY8kDjI8LARMIC9xkxQk,66,0.198,0.611,246387,0.66,0,B,0.365,-5.883,Major,0.0839,71.544,4/4,0.583
Reggae,Tony Rebel,Jah Is By My Side,1xd8F6C6Jkyi0SA7O8uHR6,40,0.062,0.721,231027,0.596,0,A#,0.0677,-9.755,Minor,0.138,79.072,4/4,0.887
Movie,Paige O'Hara,Sitting Pretty: Overture,1HEL8oOE1vakFnyA0KT0qf,20,0.974,0.236,434827,0.128,0.845,E,0.0944,-19.548,Minor,0.0369,103.165,4/4,0.061
World,SaQi,Aw Poor Bird,5MgMuQxvPoJkvw9qSrU7tv,25,0.494,0.618,244239,0.463,0.00207,G,0.0877,-7.439,Minor,0.0238,91.99,4/4,0.0883
Reggae,Tarrus Riley,Crossfire,23HfLDhQbcaq5GUmv4x1v0,30,0.342,0.59,98767,0.809,0,E,0.86,-7.014,Major,0.377,90.039,4/4,0.777
Alternative,Crossfade,The Deep End,0UZhP6BBkksOGmJ3hAABRD,42,0.000622,0.434,203600,0.877,4.48e-05,B,0.209,-4.943,Major,0.0892,169.977,4/4,0.508
Comedy,Richard Pryor,When Your Woman Leaves You - Remastered Version,1BrHmyWmtjx4PM6EoO9U2n,18,0.732,0.548,389307,0.798,0,C#,0.627,-13.242,Major,0.946,90.287,4/4,0.09
Hip-Hop,Stefflon Don,Hurtin' Me,76IkF7pA7RscjDTvOFT4vb,67,0.102,0.535,212815,0.794,1.52e-05,C,0.144,-4.933,Major,0.161,203.712,4/4,0.799
R&B,Sudan Archives,Come Meh Way,4wUkSzBjXOPCxH0RCG2GaE,49,0.0745,0.683,146000,0.861,0.000639,E,0.183,-6.614,Minor,0.0975,159.989,4/4,0.744
Children’s Music,RKCB,Open Arms,55zlp5o9PPlJm0sa6tck4x,53,0.31,0.505,228966,0.589,7.12e-05,G,0.111,-7.513,Major,0.281,174.126,4/4,0.389
Jazz,Bonobo,The Plug,5pzCjwWzPCVXAzCJNECD2s,36,0.755,0.644,318600,0.432,0.718,A#,0.273,-10.91,Minor,0.0363,87.029,4/4,0.0863
Rap,Powerman 5000,When Worlds Collide,6aF5JtQSrh7wNrkDE9B0My,63,0.00133,0.574,177960,0.892,0,B,0.29,-4.73,Major,0.0967,143.884,4/4,0.667
Pop,High School Musical Cast,Scream - Original Version,20QRXRV7wUFOIgBQCGnUy3,58,0.0603,0.632,236400,0.843,0,D#,0.0662,-4.374,Minor,0.0429,110.983,4/4,0.542
Alternative,Linkin Park,I'LL BE GONE,3cQGb2POE359G9WH81bF60,51,0.00686,0.501,211093,0.927,0,G,0.131,-4.58,Major,0.0292,139.961,4/4,0.611
Pop,Frank Ocean,Nikes,19YKaevk2bce4odJkP5L22,73,0.695,0.543,314075,0.394,0.000239,G#,0.108,-9.637,Major,0.0864,137.811,4/4,0.118
Country,Brad Paisley,Southern Comfort Zone,2lfmRyTLtsTCkLwMQcFSQk,47,0.0771,0.431,316987,0.876,1.81e-05,E,0.0998,-6.109,Major,0.0658,160,4/4,0.519
Reggae,Three Houses Down,She's My Woman (feat. Spawn Breezie),3rUiM1A35n8XYvfwsouiPS,36,0.0174,0.811,213421,0.756,0,A#,0.316,-6.778,Minor,0.245,150.006,4/4,0.906
Classical,Frederic Rzewski,Mayn Yingele,5f5N4icHbadizPrxWLaS9k,28,0.978,0.34,833240,0.0317,0.854,C#,0.104,-30.545,Minor,0.0456,135.011,4/4,0.0388
Rock,Dire Straits,Money for Nothing,4yqtwO7MQIIXqoiRBPHAgR,62,0.0491,0.667,506400,0.655,0.000894,D,0.0641,-9.339,Minor,0.0367,134.212,4/4,0.657
Anime,Kento Ohgiya,花火,0RoZsSO43prbQoczO9j7iq,13,0.69,0.551,299213,0.368,0.847,F,0.0966,-16.358,Major,0.0331,185.934,4/4,0.787
Classical,Eric Johnson,Desert Rose,5s74rkA87hFH1iTzBngcFY,36,0.0368,0.517,297560,0.623,5.06e-06,F,0.0846,-12.332,Minor,0.0281,92.037,4/4,0.756
Pop,MØ,Final Song,4qqArAiTPueDxIp7cf87h7,73,0.014,0.695,235827,0.672,8.44e-05,C#,0.0756,-6.109,Minor,0.0345,104.988,4/4,0.245
Soundtrack,Ludwig Goransson,You're a Creed,7dG5608oleb4u3welwJ22n,35,0.177,0.25,266082,0.403,0.259,D,0.0731,-11.695,Minor,0.044,106.497,4/4,0.04
Soundtrack,Jóhann Jóhannsson,Hammers And Nails,3M0XCMo3jiVxFIZzFO4Oio,32,0.859,0.576,151820,0.497,0.92,G,0.149,-19.436,Major,0.0435,125.652,3/4,0.0361
R&B,SiR,Something Foreign,51HuSQ3lAnMuZiPu9YBJqN,53,0.637,0.598,152532,0.621,0,A#,0.086,-6.722,Minor,0.288,108.231,4/4,0.573
Reggaeton,JEN,Mi Corazón Insiste,6Zp3Hu9UsjClmmCUWVs2Xn,41,0.181,0.602,238120,0.71,0,C,0.1,-5.508,Major,0.0273,123.984,4/4,0.373
Electronic,Seven Lions,Without You My Love,22eS8IQBVjZXJMQLf21GSY,38,0.00154,0.518,258956,0.713,0.00207,D,0.169,-6.803,Minor,0.0482,120.028,4/4,0.114
Blues,Tinariwen,Tamiditin,5JTknWpmjiiBpTQ9DLn06K,28,0.497,0.462,269165,0.478,0.772,E,0.852,-9.774,Minor,0.0376,79.532,4/4,0.205
Blues,Tedeschi Trucks Band,Learn How to Love - Live,79LWCJzqodhSHJuzEfIbrW,22,0.507,0.471,567013,0.618,0.153,G,0.978,-9.372,Major,0.0703,75.082,4/4,0.489
Movie,Idina Menzel,For Good,2nUKaG5CCKe1euyaEHt7u3,19,0.801,0.42,187520,0.409,0,C#,0.843,-17.433,Minor,0.417,101.772,1/4,0.417
Indie,Beach House,Last Ride,3Z8viVKTcHuyMmPjqSdPxo,45,0.747,0.145,419640,0.475,0.751,C,0.11,-9.281,Major,0.03,85.433,4/4,0.0777
Comedy,Russell Peters,Latinos In The House,7aLFZZayFY62Nopykg7bxi,26,0.818,0.503,261513,0.611,0,A#,0.953,-13.485,Minor,0.954,64.029,3/4,0.188
Classical,Frédéric Chopin,ポーランドの歌 作品74 いいなづけ,22K61bS5d2Dbf1Vlp1R6gt,29,0.994,0.451,130027,0.0615,0.932,C,0.0992,-26.786,Minor,0.0393,117.771,4/4,0.341
Electronic,Nightmares On Wax,Typical,1Fv8xwRpvDyLILGUEQ4HoC,54,0.595,0.503,280267,0.339,0.0974,A,0.148,-9.784,Minor,0.0426,122.973,1/4,0.3
Children’s Music,Linkin Park,Cure For The Itch,3rpnfXSECgapxeGeRgUYqy,57,0.163,0.75,157200,0.677,0.0509,G#,0.247,-7.395,Major,0.221,99.99,4/4,0.851
Children’s Music,Mary Gauthier,Mercy Now,6684GUHy1jpyhJVzpz5OFr,56,0.79,0.575,350560,0.256,0.000475,A,0.0989,-11.074,Major,0.029,75.968,4/4,0.324
Soul,Weldon Irvine,Morning Sunrise,5Fse8BFC410yZ4kpVqBCHt,46,0.132,0.482,199320,0.557,0.731,A,0.201,-7.645,Minor,0.0487,135.367,4/4,0.54
Hip-Hop,Kendrick Lamar,Complexion (A Zulu Love),72hFOhhhnOJZnnp6uVOgPn,58,0.566,0.665,263360,0.558,4.57e-06,D,0.219,-7.863,Minor,0.303,89.953,4/4,0.37
Jazz,Between The Buried And Me,Gold Distance,355hbbhvxhlNDycnQdZZza,34,0.0119,0.11,61863,0.268,0.831,B,0.267,-17.598,Minor,0.0388,153.906,3/4,0.0449
Rock,Traffic,Feelin' Alright,1yF2tJM1eeMlyTc1OoM48G,62,0.448,0.504,258173,0.501,0,F,0.19,-11.899,Major,0.0385,94.961,4/4,0.731
Reggaeton,Lirico En La Casa,Estilo Unico,0x90bSP3WIpbjXGgsBvm5r,26,0.45,0.88,217177,0.443,8.52e-06,C,0.0963,-10.38,Major,0.172,88.006,4/4,0.689
R&B,Lloyd,Player's Prayer,2rAuR0YXkWfg1lWI1g0n5j,44,0.424,0.529,251120,0.724,0,F,0.156,-6.677,Minor,0.119,123.768,4/4,0.561
Soul,Corinne Bailey Rae,Like A Star,5Anh8jULgeUgciLHCR25Mk,64,0.715,0.605,243213,0.226,0.0001,D,0.35,-10.617,Minor,0.0347,122.713,4/4,0.142
Blues,Phish,Harry Hood - Live,6pOQII30iYKvqSCGX28hnh,25,0.107,0.366,708480,0.696,0.797,G,0.217,-9.859,Major,0.0313,98.773,4/4,0.48
Classical,Jules Massenet,Les Erinnyes - Arr. by Mischa Maisky: Elégie,1Z7Fm3IKIIvJTWgQznuLPN,31,0.992,0.0952,147840,0.029,0.877,G,0.0767,-25.212,Minor,0.0516,179.631,4/4,0.0685
Indie,Radiohead,Bodysnatchers,4m0Vgr48VFaMYw0Sp1ozJu,59,0.00455,0.343,242293,0.977,0.0197,D,0.0948,-4.993,Major,0.0579,166.664,4/4,0.727
Rap,TK Kravitz,Mine (feat. Kevin Gates),6B4jeM3B33v2dE709U4dS2,60,0.00409,0.73,198433,0.554,0.000149,C,0.149,-8.006,Major,0.057,99.011,4/4,0.555
Comedy,Todd Barry,Band With Orchestra,7BK7GRPbR8k30k1PsGd7nP,18,0.903,0.431,53040,0.762,0,G,0.707,-12.657,Major,0.937,74.746,1/4,0.628
Pop,Kevin Ortiz,Corona de Rosas,6mdO5yKXfg93yFtbzrvDSw,67,0.228,0.76,159232,0.729,0,C#,0.106,-5.653,Minor,0.0416,117.537,3/4,0.963
Reggae,Matisyahu,I Will Be Light,1DX3JYKixgOrzga6XykJ47,32,0.0318,0.477,215827,0.432,0.00371,F,0.0915,-7.045,Minor,0.0405,116.098,4/4,0.373
Dance,One Direction,You & I,2afCBiru10AFckfOa49wIa,73,0.22,0.574,237933,0.329,0,C#,0.0986,-6.829,Major,0.0274,130.993,4/4,0.356
Ska,Alton Ellis,Back to Africa,5owc1KBIQOvOGxHgo7yFnk,42,0.197,0.726,145760,0.524,2.93e-05,C,0.0488,-9.191,Major,0.203,185.682,4/4,0.962
World,Hillsong UNITED,So Will I (100 Billion X) - Alternate Radio Edit,20TxTTekkf7MzEcxadO0x1,35,0.363,0.275,300120,0.54,0,D,0.128,-9.156,Major,0.0405,127.597,4/4,0.173
Country,Jason Aldean,Keep the Girl,52pLbbvrm2RuUBhyxjRN03,42,0.0887,0.619,269920,0.701,1.04e-06,A#,0.092,-5.554,Major,0.0314,104.53,4/4,0.395
Rock,Bruce Springsteen,Rosalita (Come Out Tonight),4Z80C8NlDd1AO4axf1O3n0,51,0.0305,0.283,420840,0.938,0.000159,F,0.25,-5.664,Major,0.0807,154.235,4/4,0.741
Reggaeton,Amarion,Nube,4jNBBo7yUFBCGYeLNMSP41,26,0.406,0.732,206960,0.807,0,B,0.111,-4.392,Major,0.71,83.822,4/4,0.854
Electronic,Gramatik,Deal With The Real,7Gn3hp9gWYphZByGsMIxXs,32,0.00118,0.677,241125,0.568,0.111,C#,0.146,-9.494,Minor,0.031,146.003,4/4,0.563
Reggaeton,Jamby el Favo,En Disney,6T91msAA2LX33LDlfGZkkq,54,0.594,0.72,208014,0.432,0,C,0.13,-5.537,Minor,0.297,150.018,4/4,0.173
Children’s Music,Pearl Jam,Rearviewmirror (Remastered),5XtyytAig4m3HkO2XXaL9l,58,0.00146,0.373,283467,0.961,0.000374,B,0.351,-5.387,Minor,0.0657,158.863,4/4,0.437
Reggaeton,Dyland & Lenny,Que Vuele,5DVkOafbWnyFiivnqkYAb8,35,0.0943,0.762,199400,0.847,0,E,0.173,-4.086,Major,0.0408,127.952,4/4,0.68
Folk,The Hollies,Carrie Anne - 1998 Remaster,7JDSbEyUqPxlmRPyP9O86F,48,0.244,0.546,175893,0.725,0,C,0.677,-5.813,Major,0.0372,119.74,4/4,0.829
Rock,COIN,Malibu 1992,0VGyn5TrmY6oq05Ynj63Hz,57,0.0603,0.55,341333,0.323,0.0767,F#,0.142,-7.769,Major,0.0422,147.47,4/4,0.504
World,Rend Collective,My Lighthouse - Acoustic Version,0XLXuJkvefBTK0LAy9xqFg,30,0.0768,0.533,219521,0.887,0,C,0.144,-6.211,Major,0.0507,110.021,4/4,0.539
Folk,Beach House,Zebra,0ZAhJvqW67Epg4IsLIaSTR,51,0.861,0.612,288720,0.476,0.00401,G#,0.147,-8.256,Major,0.0275,118.383,3/4,0.257
Jazz,Willie Colón,La Banda,7MIlDI1r1noZ6oGN6eP2l2,36,0.697,0.679,183027,0.941,0.000115,F#,0.087,-3.52,Major,0.0603,112.954,4/4,0.92
Soundtrack,Harry Gregson-Williams,"The Prince Of Persia - From ""Prince of Persia: The Sands of Time""/Score",4Vt93gKXpOG2WlxRVQuSuz,37,0.555,0.29,320347,0.381,0.908,G,0.107,-17.713,Major,0.0404,91.59,3/4,0.0378
Ska,The Business,No One Likes Us,1ZTjX2omH78PCW9kwmPe0V,31,2.65e-05,0.396,100507,0.943,0.0262,C,0.313,-3.317,Major,0.04,133.79,4/4,0.573
Movie,Dorothée,Candy s'endort - Générique,6HuCvzmu4MDymbdHrQXZ1S,1,0.777,0.61,75507,0.205,0,B,0.103,-20.101,Minor,0.042,111.455,4/4,0.137
Rap,Russ,Nobody Knows,1pNAf6W7POwjOD8x8mWf8G,71,0.445,0.715,215556,0.71,0.000284,E,0.103,-9.504,Major,0.432,162.043,4/4,0.526
Alternative,The Neighbourhood,Noise,2Wj1cS0hUzWrQPzYgZJj94,47,0.0164,0.625,200467,0.85,0.339,F#,0.105,-3.776,Minor,0.0294,108.997,4/4,0.736
Anime,Nobuo Uematsu,Within the Giant,3ByEdWIJVu8apDTHn3Oi77,18,0.00019,0.143,87133,0.464,0.976,G#,0.165,-8.866,Major,0.0411,140.765,3/4,0.097
Folk,Fink,This Is The Thing,4brqHrnr9ym8db3o5n70Qg,47,0.557,0.395,272440,0.495,0.0835,G,0.0989,-11.788,Major,0.0409,199.578,3/4,0.303
Reggae,Salmonella Dub,Longtime,2jGyAN1XcnYn4w7JKRQkNZ,43,0.166,0.847,407293,0.452,0.428,E,0.08,-9.93,Major,0.0391,105.03,4/4,0.736
Comedy,Monty Python,Brian Song - Pt. 2,0TbJDpEWxfqEKTR1rCfE9c,18,0.418,0.484,152440,0.73,2.63e-06,G,0.638,-4.171,Major,0.0415,106.826,4/4,0.312
Soundtrack,Francis Lai,Un homme et une femme - Instrumental,062Cv5UXgBHWkMoRScGkt0,44,0.692,0.447,161587,0.343,0.00067,A,0.0689,-8.677,Major,0.029,130.917,4/4,0.641
Children’s Music,Nine Inch Nails,Less Than,7jDKJSjIjT93v7brsZDcoT,51,0.0456,0.521,210297,0.934,0.886,D#,0.204,-3.735,Major,0.0793,127.983,4/4,0.238
Pop,BTS,Outro: Wings,1yEzWCIc2MUt9Fw1p25YUo,65,0.00503,0.654,225447,0.903,0,B,0.0875,-3.117,Minor,0.121,124.988,4/4,0.659
Pop,Quality Control,Too Hotty,6rcKz2VYbcaHJ0qSXucR56,65,0.179,0.884,297377,0.406,0,C#,0.106,-7.202,Major,0.2,130.027,4/4,0.163
Ska,No Use For A Name,Soul Mate,54R15Ps131dRl4EkkWvAFH,46,0.00171,0.289,186707,0.986,6.78e-06,G#,0.155,-5.917,Major,0.0639,189.049,4/4,0.596
Ska,Less Than Jake,Johnny Quest Thinks We're Sellouts - Live,2brwQizHbu6qbCABcdG6fi,16,0.00944,0.35,171285,0.896,0.00288,C#,0.204,-5.463,Major,0.124,140.826,4/4,0.593
Dance,ZAYN,There You Are,155EsNGoXo7XSVF84oTPam,78,0.0257,0.452,199600,0.685,0,C,0.11,-4.828,Minor,0.0385,76.986,4/4,0.305
Soul,Jill Scott,My Love,7MJ2UdVy4cynKtfv6LQBTF,33,0.583,0.423,230387,0.464,0,D,0.28,-9.858,Major,0.109,128.063,4/4,0.469
Movie,Debbie Davis,Goin' to a Gaggle,2Q7ExoZsCdUGeRcGhBqmwB,2,0.368,0.569,229147,0.68,1.34e-05,A#,0.11,-6.233,Major,0.0652,93.456,4/4,0.895
Comedy,Joe Rogan,I Made a Baby/Breast Milk,0E2HVR5OauGiFHvxp3Pg70,44,0.714,0.643,147093,0.935,0,A,0.728,-3.819,Major,0.947,74.13,3/4,0.444
Rap,Lil Wayne,Can't Be Broken,5cGpjfgAvidLy6znwkCxkP,70,0.121,0.578,193243,0.577,0,D,0.086,-5.997,Minor,0.202,99.288,5/4,0.154
Dance,Fergie,Clumsy,50xeLNGKmskmYUSINhqvfa,59,0.196,0.728,240427,0.582,0.000632,D,0.304,-4.141,Major,0.158,184.045,4/4,0.417
Comedy,Ben Bailey,Oh Deer,4Y07ukPkDNwcEyLMR3F6RB,13,0.836,0.457,429439,0.704,0,C#,0.155,-12.039,Major,0.937,68.623,3/4,0.265
Country,Brett Eldredge,Waited Too Long,1g1fFYQZvi07xJbeLw6Sbd,41,0.333,0.484,239240,0.724,0,A,0.109,-5.007,Major,0.0431,137.733,4/4,0.245
Rock,Nick Drake,One Of These Things First,0hNVjU6JKydHts0SAjHCno,58,0.839,0.605,290733,0.382,0.361,E,0.0976,-18.328,Major,0.0371,90.104,3/4,0.705
Blues,Nina Simone,Do I Move You?,0aIcFRGr88cGtlEJBuDub6,43,0.802,0.386,164987,0.511,0,E,0.2,-4.821,Minor,0.0375,162.693,3/4,0.548
Folk,Vanessa Carlton,White Houses,4su3hxvmSxgAf8G02Cen1h,48,0.393,0.596,224547,0.612,0,C,0.0985,-7.388,Major,0.0295,135.191,4/4,0.259
Dance,Blur,Tender,42cxPm9jgbaxIVN77XA1m6,62,0.47,0.587,461947,0.566,0,A,0.0644,-9.932,Major,0.0276,76.054,4/4,0.529
Comedy,Margaret Cho,A Mother Always Knows,0I2H0zUNZHMhD0Ys08E1Sq,15,0.773,0.542,169560,0.674,0,D,0.726,-14.449,Major,0.936,109.585,4/4,0.184
